sequence_id,change_point,confidence
1__04_temporal_recency__Medium-N-Beg,99,0.9269518911754536
1__04_temporal_recency__Medium-N-End,147,0.9700739331882322
1__04_temporal_recency__Medium-N-Mid,180,0.8252637783472473
1__04_temporal_recency__Medium-P-Beg,79,0.726596077560072
1__04_temporal_recency__Medium-P-End,191,0.9549269510641876
1__04_temporal_recency__Medium-P-Mid,216,0.8066550169153175
1__04_temporal_recency__Medium-T-Mid,170,0.8401638469998287
1__05_stackmath_numerical__High-N-Beg,110,0.7449556539811295
1__05_stackmath_numerical__High-N-End,79,0.9753991418865915
1__05_stackmath_numerical__High-N-Mid,73,0.95342110290312
1__05_stackmath_numerical__High-P-Beg,78,0.9136980198128174
1__05_stackmath_numerical__High-P-End,115,0.7374404638157791
1__05_stackmath_numerical__High-P-Mid,77,0.9099241424287938
1__05_stackmath_numerical__High-T-Beg,131,0.7172811802355065
1__05_stackmath_numerical__High-T-End,188,0.7109546044271665
1__05_stackmath_numerical__High-T-Mid,241,0.7525826700746736
1__05_stackmath_numerical__Low-N-Beg,76,0.8892663685509189
1__05_stackmath_numerical__Low-N-End,156,0.8349627173062395
1__05_stackmath_numerical__Low-N-Mid,125,0.856423330708252
1__05_stackmath_numerical__Low-P-Beg,221,0.9633235025274899
1__05_stackmath_numerical__Low-P-End,154,0.781837645380802
1__05_stackmath_numerical__Low-P-Mid,65,0.8612816696876495
1__05_stackmath_numerical__Low-T-Beg,75,0.714774473676543
1__05_stackmath_numerical__Low-T-End,187,0.9099706233624206
1__05_stackmath_numerical__Low-T-Mid,221,0.8841915120884415
1__05_stackmath_numerical__Medium-N-Beg,228,0.9611063534445123
1__05_stackmath_numerical__Medium-N-End,216,0.7934093421466003
1__05_stackmath_numerical__Medium-N-Mid,154,0.808520458218733
1__05_stackmath_numerical__Medium-P-Beg,59,0.8148450349160672
1__05_stackmath_numerical__Medium-P-End,218,0.8271463554129279
1__05_stackmath_numerical__Medium-P-Mid,213,0.7133531119121995
1__05_stackmath_numerical__Medium-T-Beg,174,0.7497433147858605
1__05_stackmath_numerical__Medium-T-End,60,0.9709688069174628
1__05_stackmath_numerical__Medium-T-Mid,88,0.8023910038280205
1__06_policy_compliance__High-N-Beg,205,0.8106674533801619
1__06_policy_compliance__High-N-End,88,0.9300182760981868
1__06_policy_compliance__High-N-Mid,159,0.826879817921583
1__06_policy_compliance__High-P-Beg,220,0.7529013787767286
1__06_policy_compliance__High-P-End,173,0.8182649846914546
1__06_policy_compliance__High-P-Mid,152,0.7856661753204061
1__06_policy_compliance__High-T-Beg,138,0.9880373158245024
1__06_policy_compliance__High-T-End,73,0.758072098216019
1__06_policy_compliance__High-T-Mid,151,0.9522703607392875
1__06_policy_compliance__Low-N-Beg,220,0.8066364500014114
1__06_policy_compliance__Low-N-End,161,0.7196934848785987
1__06_policy_compliance__Low-N-Mid,163,0.9185302417071183
1__06_policy_compliance__Low-P-Beg,135,0.7719921511442094
1__06_policy_compliance__Low-P-End,172,0.837299261901668
1__06_policy_compliance__Low-P-Mid,94,0.7956390283880519
1__06_policy_compliance__Low-T-Beg,84,0.7001670975615751
1__06_policy_compliance__Low-T-End,75,0.7800205338160168
1__06_policy_compliance__Low-T-Mid,175,0.8729720743722919
1__06_policy_compliance__Medium-N-Beg,182,0.7951102181614721
1__06_policy_compliance__Medium-N-End,233,0.7651535272109862
1__06_policy_compliance__Medium-N-Mid,207,0.9007547720896855
1__06_policy_compliance__Medium-P-Beg,95,0.7245562311668842
1__06_policy_compliance__Medium-P-End,102,0.8930177015976742
1__06_policy_compliance__Medium-P-Mid,138,0.9855987989142436
1__06_policy_compliance__Medium-T-Beg,245,0.8788033814607701
1__06_policy_compliance__Medium-T-End,208,0.8757321751591309
1__06_policy_compliance__Medium-T-Mid,242,0.7306956190206504
1__07_expert_legal_med__High-N-Beg,121,0.9697668334336574
1__07_expert_legal_med__High-N-End,216,0.7427909247844078
1__07_expert_legal_med__High-N-Mid,183,0.9124161106463669
1__07_expert_legal_med__High-P-Beg,68,0.8606898253131893
1__07_expert_legal_med__High-P-End,98,0.7843683339676399
1__07_expert_legal_med__High-P-Mid,87,0.9559383944535514
1__07_expert_legal_med__High-T-Beg,130,0.982029828935993
1__07_expert_legal_med__High-T-End,167,0.9772158163617941
1__07_expert_legal_med__High-T-Mid,190,0.843549313713271
1__07_expert_legal_med__Low-N-Beg,113,0.9508856695222416
1__07_expert_legal_med__Low-N-End,52,0.908913024646004
1__07_expert_legal_med__Low-N-Mid,93,0.7796891925489955
1__07_expert_legal_med__Low-P-Beg,135,0.8628311453132811
1__07_expert_legal_med__Low-P-End,67,0.7620819975293391
1__07_expert_legal_med__Low-P-Mid,121,0.8771968029219381
1__07_expert_legal_med__Low-T-Beg,176,0.7176009516983074
1__07_expert_legal_med__Low-T-End,210,0.7728830226196322
1__07_expert_legal_med__Low-T-Mid,138,0.7488364712990557
1__07_expert_legal_med__Medium-N-Beg,138,0.9535554024088575
1__07_expert_legal_med__Medium-N-End,202,0.767729246990411
1__07_expert_legal_med__Medium-N-Mid,54,0.946347227922992
1__07_expert_legal_med__Medium-P-Beg,168,0.7065234871798276
1__07_expert_legal_med__Medium-P-End,211,0.9711994343400856
1__07_expert_legal_med__Medium-P-Mid,66,0.8868028908891209
1__07_expert_legal_med__Medium-T-Beg,114,0.7265699341232782
1__07_expert_legal_med__Medium-T-End,237,0.943203888135617
1__07_expert_legal_med__Medium-T-Mid,215,0.9652081795662337
2__01_nq_closed_book__High-N-Beg,70,0.9156804527369129
2__01_nq_closed_book__High-N-End,150,0.7435482346708312
2__01_nq_closed_book__High-N-Mid,109,0.7482074290171181
2__01_nq_closed_book__High-P-Beg,116,0.7096742636039695
2__01_nq_closed_book__High-P-End,71,0.7893789989590264
2__01_nq_closed_book__High-P-Mid,107,0.7133386349345858
2__01_nq_closed_book__High-T-Beg,190,0.9473073515932698
2__01_nq_closed_book__High-T-End,86,0.7070978974460274
2__01_nq_closed_book__High-T-Mid,204,0.8605624867297867
2__01_nq_closed_book__Low-N-Beg,188,0.8094885678018234
2__01_nq_closed_book__Low-N-End,110,0.9633470951779314
2__01_nq_closed_book__Low-N-Mid,137,0.7872479131365776
2__01_nq_closed_book__Low-P-Beg,179,0.9275806862108806
2__01_nq_closed_book__Low-P-End,142,0.8829814584910013
2__01_nq_closed_book__Low-P-Mid,161,0.7847106479363406
2__01_nq_closed_book__Low-T-Beg,190,0.9524406878340128
2__01_nq_closed_book__Low-T-End,85,0.7737400171691552
2__01_nq_closed_book__Low-T-Mid,196,0.8881681442873253
2__01_nq_closed_book__Medium-N-Beg,158,0.8726924235577069
2__01_nq_closed_book__Medium-N-End,175,0.8470807772668041
2__01_nq_closed_book__Medium-N-Mid,109,0.7801233998671421
2__01_nq_closed_book__Medium-P-Beg,206,0.8705730953414763
2__01_nq_closed_book__Medium-P-End,246,0.7658769520430759
2__01_nq_closed_book__Medium-P-Mid,211,0.7242942841644303
2__01_nq_closed_book__Medium-T-Beg,137,0.7824281484356094
2__01_nq_closed_book__Medium-T-End,241,0.7645235223732323
2__01_nq_closed_book__Medium-T-Mid,51,0.9773137213231369
2__02_hotpot_citation__High-N-Beg,160,0.9268603251019394
2__02_hotpot_citation__High-N-End,236,0.9618497411284566
2__02_hotpot_citation__High-N-Mid,73,0.9079841839360243
2__02_hotpot_citation__High-P-Beg,112,0.7710902096166712
2__02_hotpot_citation__High-P-End,118,0.7294955341518089
2__02_hotpot_citation__High-P-Mid,181,0.7440195567756497
2__02_hotpot_citation__High-T-Beg,233,0.8543576155379418
2__02_hotpot_citation__High-T-End,198,0.7937759345383282
2__02_hotpot_citation__High-T-Mid,237,0.8866533313783214
2__02_hotpot_citation__Low-N-Beg,100,0.7580026738666683
2__02_hotpot_citation__Low-N-End,140,0.8336302046086423
2__02_hotpot_citation__Low-N-Mid,227,0.841337212109062
2__02_hotpot_citation__Low-P-Beg,218,0.8845250050605048
2__02_hotpot_citation__Low-P-End,247,0.9496495919737163
2__02_hotpot_citation__Low-P-Mid,241,0.936926285069476
2__02_hotpot_citation__Low-T-Beg,102,0.892879681323144
2__02_hotpot_citation__Low-T-End,118,0.839680263896074
2__02_hotpot_citation__Low-T-Mid,71,0.8111757413684473
2__02_hotpot_citation__Medium-N-Beg,103,0.8492741475750661
2__02_hotpot_citation__Medium-N-End,248,0.966193699843682
2__02_hotpot_citation__Medium-N-Mid,194,0.9708656816672465
2__02_hotpot_citation__Medium-P-Beg,141,0.8303391839127939
2__02_hotpot_citation__Medium-P-End,145,0.8252868492683872
2__02_hotpot_citation__Medium-P-Mid,97,0.8774253602861471
2__02_hotpot_citation__Medium-T-Beg,190,0.7916244943256288
2__02_hotpot_citation__Medium-T-End,54,0.9146662842846873
2__02_hotpot_citation__Medium-T-Mid,99,0.7058853270644863
2__03_novelhop_multihop__High-N-Beg,91,0.7046671406577345
2__03_novelhop_multihop__High-N-End,66,0.7348692280490536
2__03_novelhop_multihop__High-N-Mid,60,0.8090947821226615
2__03_novelhop_multihop__High-P-Beg,116,0.727403516854009
2__03_novelhop_multihop__High-P-End,175,0.7744268699259196
2__03_novelhop_multihop__High-P-Mid,58,0.8872914156292748
2__03_novelhop_multihop__High-T-Beg,244,0.7541227795107668
2__03_novelhop_multihop__High-T-End,203,0.9070852111760707
2__03_novelhop_multihop__High-T-Mid,205,0.7681145960649175
2__03_novelhop_multihop__Low-N-Beg,111,0.8233467412910727
2__03_novelhop_multihop__Low-N-End,199,0.9393438222830744
2__03_novelhop_multihop__Low-N-Mid,114,0.8264110013016336
2__03_novelhop_multihop__Low-P-Beg,151,0.8855803180185171
2__03_novelhop_multihop__Low-P-End,107,0.9242167510597711
2__03_novelhop_multihop__Low-P-Mid,107,0.9806632717340145
2__03_novelhop_multihop__Low-T-Beg,214,0.7945304283850179
2__03_novelhop_multihop__Low-T-End,53,0.7582102566824371
2__03_novelhop_multihop__Low-T-Mid,103,0.8707322055157194
2__03_novelhop_multihop__Medium-N-Beg,154,0.8494872380066326
2__03_novelhop_multihop__Medium-N-End,145,0.9261151500138329
2__03_novelhop_multihop__Medium-N-Mid,227,0.7943987627012246
2__03_novelhop_multihop__Medium-P-Beg,219,0.7154717731291196
2__03_novelhop_multihop__Medium-P-End,149,0.7614084668523654
2__03_novelhop_multihop__Medium-P-Mid,167,0.9577400664792408
2__03_novelhop_multihop__Medium-T-Beg,235,0.7094085789953247
2__03_novelhop_multihop__Medium-T-End,89,0.8922152676320982
2__03_novelhop_multihop__Medium-T-Mid,170,0.7448374605728396
2__04_temporal_recency__High-N-Beg,210,0.9795907923902057
2__04_temporal_recency__High-N-End,223,0.8172629157693193
2__04_temporal_recency__High-N-Mid,247,0.8767495354250698
2__04_temporal_recency__High-P-Beg,78,0.9017891314740224
2__04_temporal_recency__High-P-End,189,0.9571922478407147
2__04_temporal_recency__High-P-Mid,54,0.8678040451010218
2__04_temporal_recency__High-T-Beg,152,0.8745404139001158
2__04_temporal_recency__High-T-End,206,0.7596406586034455
2__04_temporal_recency__High-T-Mid,54,0.7584458194813103
2__04_temporal_recency__Low-N-Beg,242,0.960284500190167
2__04_temporal_recency__Low-N-End,101,0.8055924898287149
2__04_temporal_recency__Low-N-Mid,241,0.9592359813010931
2__04_temporal_recency__Low-P-Beg,100,0.7943449831459187
2__04_temporal_recency__Low-P-End,58,0.7528619312367495
2__04_temporal_recency__Low-P-Mid,189,0.8417217089455727
2__04_temporal_recency__Low-T-Beg,235,0.7997700164447232
2__04_temporal_recency__Low-T-End,76,0.7794216214789472
2__04_temporal_recency__Low-T-Mid,166,0.8483521218477811
2__04_temporal_recency__Medium-N-Beg,60,0.8511197030570944
2__04_temporal_recency__Medium-N-End,204,0.9601823366754956
2__04_temporal_recency__Medium-N-Mid,114,0.7845207415914979
2__04_temporal_recency__Medium-P-Beg,77,0.9802349634262608
2__04_temporal_recency__Medium-P-End,121,0.8290216959369443
2__04_temporal_recency__Medium-P-Mid,99,0.9413256279997594
2__04_temporal_recency__Medium-T-Beg,159,0.7800799580028073
2__04_temporal_recency__Medium-T-End,87,0.8070736804495451
2__04_temporal_recency__Medium-T-Mid,70,0.915554795147882
2__05_stackmath_numerical__High-N-Beg,156,0.9097735810970891
2__05_stackmath_numerical__High-N-End,133,0.9348393504102239
2__05_stackmath_numerical__High-N-Mid,177,0.7432824012105207
2__05_stackmath_numerical__High-P-Beg,162,0.8683946185821899
2__05_stackmath_numerical__High-P-End,181,0.9786559501608743
2__05_stackmath_numerical__High-P-Mid,221,0.7188336458898704
2__05_stackmath_numerical__High-T-Beg,155,0.863232374059867
2__05_stackmath_numerical__High-T-End,225,0.705558735740481
2__05_stackmath_numerical__High-T-Mid,133,0.7147231603859378
2__05_stackmath_numerical__Low-N-Beg,224,0.7115533909016967
2__05_stackmath_numerical__Low-N-End,240,0.8701517943294432
2__05_stackmath_numerical__Low-N-Mid,216,0.7288901237430243
2__05_stackmath_numerical__Low-P-Beg,130,0.8717772302712294
2__05_stackmath_numerical__Low-P-End,78,0.8630386433336619
2__05_stackmath_numerical__Low-P-Mid,76,0.8931016413541619
2__05_stackmath_numerical__Low-T-Beg,133,0.8817790528828229
2__05_stackmath_numerical__Low-T-End,190,0.8320441013880763
2__05_stackmath_numerical__Low-T-Mid,174,0.7395168547048644
2__05_stackmath_numerical__Medium-N-Beg,235,0.7493240282330714
2__05_stackmath_numerical__Medium-N-End,96,0.9548758728683442
2__05_stackmath_numerical__Medium-N-Mid,207,0.8693476211031465
2__05_stackmath_numerical__Medium-P-Beg,224,0.8340587215820292
2__05_stackmath_numerical__Medium-P-End,90,0.7830624442811122
2__05_stackmath_numerical__Medium-P-Mid,146,0.8358999649393265
2__05_stackmath_numerical__Medium-T-Beg,207,0.7255763237364857
2__05_stackmath_numerical__Medium-T-End,67,0.7433512816911603
2__05_stackmath_numerical__Medium-T-Mid,240,0.8041528978334421
2__06_policy_compliance__High-N-Beg,159,0.9088110803205843
2__06_policy_compliance__High-N-End,159,0.7261604014620723
2__06_policy_compliance__High-N-Mid,53,0.9272302064137214
2__06_policy_compliance__High-P-Beg,177,0.7387231462976172
2__06_policy_compliance__High-P-End,186,0.9063929509432673
2__06_policy_compliance__High-P-Mid,153,0.7366122818315469
2__06_policy_compliance__High-T-Beg,138,0.832249631124173
2__06_policy_compliance__High-T-End,140,0.9517323507423134
2__06_policy_compliance__High-T-Mid,241,0.7555182668574213
2__06_policy_compliance__Low-N-Beg,74,0.7684744722243477
2__06_policy_compliance__Low-N-End,220,0.8618260810017593
2__06_policy_compliance__Low-N-Mid,183,0.8593033539059488
2__06_policy_compliance__Low-P-Beg,112,0.7053299696563329
2__06_policy_compliance__Low-P-End,182,0.8131870328832723
2__06_policy_compliance__Low-P-Mid,177,0.9788699729631883
2__06_policy_compliance__Low-T-Beg,193,0.7967695588116855
2__06_policy_compliance__Low-T-End,121,0.9736498829306093
2__06_policy_compliance__Low-T-Mid,238,0.8427698825426888
2__06_policy_compliance__Medium-N-Beg,55,0.7988838949669522
2__06_policy_compliance__Medium-N-End,72,0.9746575127870578
2__06_policy_compliance__Medium-N-Mid,228,0.7110577532135653
2__06_policy_compliance__Medium-P-Beg,225,0.8243580163884541
2__06_policy_compliance__Medium-P-End,236,0.7664373120269138
2__06_policy_compliance__Medium-P-Mid,205,0.9253790133943467
2__06_policy_compliance__Medium-T-Beg,99,0.8726325374151535
2__06_policy_compliance__Medium-T-End,197,0.8273649033694327
2__06_policy_compliance__Medium-T-Mid,93,0.8082847052537786
2__07_expert_legal_med__High-N-Beg,166,0.8446731691358228
2__07_expert_legal_med__High-N-End,196,0.9572581017619683
2__07_expert_legal_med__High-N-Mid,231,0.7177733378955226
2__07_expert_legal_med__High-P-Beg,51,0.8260583002890463
2__07_expert_legal_med__High-P-End,238,0.8401485113566567
2__07_expert_legal_med__High-P-Mid,189,0.7856835389764116
2__07_expert_legal_med__High-T-Beg,78,0.8294130338552931
2__07_expert_legal_med__High-T-End,144,0.8678235739181399
2__07_expert_legal_med__High-T-Mid,194,0.8293910160060278
2__07_expert_legal_med__Low-N-Beg,151,0.8977081772872157
2__07_expert_legal_med__Low-N-End,108,0.8828572968874144
2__07_expert_legal_med__Low-N-Mid,206,0.9520062954745051
2__07_expert_legal_med__Low-P-Beg,235,0.9346311975966646
2__07_expert_legal_med__Low-P-End,152,0.9279233417248169
2__07_expert_legal_med__Low-P-Mid,224,0.7092041811056481
2__07_expert_legal_med__Low-T-Beg,143,0.7020547190317787
2__07_expert_legal_med__Low-T-End,55,0.7426261567372301
2__07_expert_legal_med__Low-T-Mid,124,0.9344322557479037
2__07_expert_legal_med__Medium-N-Beg,68,0.9029263800294262
2__07_expert_legal_med__Medium-N-End,163,0.8164608969380516
2__07_expert_legal_med__Medium-N-Mid,110,0.921214536096635
2__07_expert_legal_med__Medium-P-Beg,105,0.786755415619324
2__07_expert_legal_med__Medium-P-End,102,0.9642551938511629
2__07_expert_legal_med__Medium-P-Mid,192,0.7418983943731396
2__07_expert_legal_med__Medium-T-Beg,50,0.9797395500116958
2__07_expert_legal_med__Medium-T-End,110,0.795760301788557
2__07_expert_legal_med__Medium-T-Mid,244,0.80558887842295
3__01_nq_closed_book__High-N-Beg,132,0.9549584584447548
3__01_nq_closed_book__High-N-End,242,0.8716572883706833
3__01_nq_closed_book__High-N-Mid,144,0.7057210551395989
3__01_nq_closed_book__High-P-Beg,181,0.7497910445987752
3__01_nq_closed_book__High-P-End,145,0.825570106557227
3__01_nq_closed_book__High-P-Mid,139,0.8815046819561354
3__01_nq_closed_book__High-T-Beg,230,0.9145755280468042
3__01_nq_closed_book__High-T-End,177,0.9236960345181334
3__01_nq_closed_book__High-T-Mid,83,0.8814528873668983
3__01_nq_closed_book__Low-N-Beg,113,0.8210445716799685
3__01_nq_closed_book__Low-N-End,67,0.9814507549710128
3__01_nq_closed_book__Low-N-Mid,231,0.9239040193153595
3__01_nq_closed_book__Low-P-Beg,209,0.968412282969829
3__01_nq_closed_book__Low-P-End,77,0.9000322181941669
3__01_nq_closed_book__Low-P-Mid,175,0.7151937322784553
3__01_nq_closed_book__Low-T-Beg,150,0.93976082055412
3__01_nq_closed_book__Low-T-End,213,0.9783745365372686
3__01_nq_closed_book__Low-T-Mid,197,0.8169809044593714
3__01_nq_closed_book__Medium-N-Beg,182,0.9080453574380873
3__01_nq_closed_book__Medium-N-End,186,0.9611052414375282
3__01_nq_closed_book__Medium-N-Mid,60,0.9293740351340789
3__01_nq_closed_book__Medium-P-Beg,82,0.9847903289246746
3__01_nq_closed_book__Medium-P-End,99,0.8385685789571912
3__01_nq_closed_book__Medium-P-Mid,55,0.7811324533671631
3__01_nq_closed_book__Medium-T-Beg,56,0.8025123003139779
3__01_nq_closed_book__Medium-T-End,153,0.8102338473462576
3__01_nq_closed_book__Medium-T-Mid,180,0.8696099800854105
3__02_hotpot_citation__High-N-Beg,173,0.9729336222852372
3__02_hotpot_citation__High-N-End,171,0.8788368505468918
3__02_hotpot_citation__High-N-Mid,87,0.7663048430765
3__02_hotpot_citation__High-P-Beg,196,0.7135707969964242
3__02_hotpot_citation__High-P-End,163,0.7322941986658107
3__02_hotpot_citation__High-P-Mid,190,0.8491472721801978
3__02_hotpot_citation__High-T-Beg,228,0.7687589756348849
3__02_hotpot_citation__High-T-End,195,0.9235188494006238
3__02_hotpot_citation__High-T-Mid,85,0.7534513727559926
3__02_hotpot_citation__Low-N-Beg,108,0.8660462148718229
3__02_hotpot_citation__Low-N-End,139,0.7061863462624043
3__02_hotpot_citation__Low-N-Mid,241,0.9273146995365384
3__02_hotpot_citation__Low-P-Beg,202,0.9256582372653905
3__02_hotpot_citation__Low-P-End,177,0.744956133952559
3__02_hotpot_citation__Low-P-Mid,57,0.8640053908597581
3__02_hotpot_citation__Low-T-Beg,107,0.8581377710163801
3__02_hotpot_citation__Low-T-End,182,0.822344404140461
3__02_hotpot_citation__Low-T-Mid,52,0.864156920731987
3__02_hotpot_citation__Medium-N-Beg,185,0.8419316408019184
3__02_hotpot_citation__Medium-N-End,51,0.80785515156794
3__02_hotpot_citation__Medium-N-Mid,169,0.7654362754548983
3__02_hotpot_citation__Medium-P-Beg,60,0.7860975946542516
3__02_hotpot_citation__Medium-P-End,108,0.7461195936040584
3__02_hotpot_citation__Medium-P-Mid,118,0.8491081935185956
3__02_hotpot_citation__Medium-T-Beg,114,0.9469862931836694
3__02_hotpot_citation__Medium-T-End,181,0.9494755952460643
3__02_hotpot_citation__Medium-T-Mid,202,0.7824729913550459
3__03_novelhop_multihop__High-N-Beg,138,0.7465286950620644
3__03_novelhop_multihop__High-N-End,107,0.8437144333820104
3__03_novelhop_multihop__High-N-Mid,200,0.8153399362944878
3__03_novelhop_multihop__High-P-Beg,50,0.7039899024567259
3__03_novelhop_multihop__High-P-End,147,0.7714189610926365
3__03_novelhop_multihop__High-P-Mid,75,0.8059468820233242
3__03_novelhop_multihop__High-T-Beg,210,0.8960764223045601
3__03_novelhop_multihop__High-T-End,90,0.738274519162536
3__03_novelhop_multihop__High-T-Mid,111,0.8249250674003439
3__03_novelhop_multihop__Low-N-Beg,108,0.9853661478416743
3__03_novelhop_multihop__Low-N-End,58,0.7992990364606607
3__03_novelhop_multihop__Low-N-Mid,185,0.8787808042852532
3__03_novelhop_multihop__Low-P-Beg,56,0.8578964091693557
3__03_novelhop_multihop__Low-P-End,116,0.8231514689522821
3__03_novelhop_multihop__Low-P-Mid,234,0.9238708694588239
3__03_novelhop_multihop__Low-T-Beg,120,0.7269937614658285
3__03_novelhop_multihop__Low-T-End,140,0.8313239963838417
3__03_novelhop_multihop__Low-T-Mid,126,0.919873129949158
3__03_novelhop_multihop__Medium-N-Beg,90,0.7585061892554518
3__03_novelhop_multihop__Medium-N-End,75,0.9611913960619636
3__03_novelhop_multihop__Medium-N-Mid,217,0.9460737224207959
3__03_novelhop_multihop__Medium-P-Beg,158,0.8807036203318517
3__03_novelhop_multihop__Medium-P-End,90,0.815248508920881
3__03_novelhop_multihop__Medium-P-Mid,120,0.7589767507043057
3__03_novelhop_multihop__Medium-T-Beg,59,0.7070156640971011
3__03_novelhop_multihop__Medium-T-End,115,0.9360086453355954
3__03_novelhop_multihop__Medium-T-Mid,207,0.9025603987550705
3__04_temporal_recency__High-N-Beg,51,0.9876779125581994
3__04_temporal_recency__High-N-End,95,0.8233955571998521
3__04_temporal_recency__High-N-Mid,133,0.8817035473776658
3__04_temporal_recency__High-P-Beg,98,0.9570510744335622
3__04_temporal_recency__High-P-End,66,0.7411870564361138
3__04_temporal_recency__High-P-Mid,80,0.8495959776460908
3__04_temporal_recency__High-T-Beg,127,0.8868287558891441
3__04_temporal_recency__High-T-End,109,0.7784638090363272
3__04_temporal_recency__High-T-Mid,196,0.7011717957026844
3__04_temporal_recency__Low-N-Beg,187,0.7414634619164536
3__04_temporal_recency__Low-N-End,51,0.7451816213725765
3__04_temporal_recency__Low-N-Mid,166,0.9206075616902509
3__04_temporal_recency__Low-P-Beg,167,0.7522757674134972
3__04_temporal_recency__Low-P-End,132,0.7910572127898354
3__04_temporal_recency__Low-P-Mid,90,0.8781080353850199
3__04_temporal_recency__Low-T-Beg,229,0.854541405286824
3__04_temporal_recency__Low-T-End,186,0.9861931763947998
3__04_temporal_recency__Low-T-Mid,214,0.7797919573938784
3__04_temporal_recency__Medium-N-Beg,93,0.7701128225891959
3__04_temporal_recency__Medium-N-End,82,0.9096936652315502
3__04_temporal_recency__Medium-N-Mid,134,0.7487239403319993
3__04_temporal_recency__Medium-P-Beg,173,0.7241663659302429
3__04_temporal_recency__Medium-P-End,91,0.968883740537438
3__04_temporal_recency__Medium-P-Mid,203,0.8752985482141438
3__04_temporal_recency__Medium-T-Beg,240,0.986324693466253
3__04_temporal_recency__Medium-T-End,72,0.847938135943012
3__04_temporal_recency__Medium-T-Mid,237,0.852134877596823
3__05_stackmath_numerical__High-N-Beg,192,0.9339006538003345
3__05_stackmath_numerical__High-N-End,91,0.8529935525751101
3__05_stackmath_numerical__High-N-Mid,182,0.8397950884490017
3__05_stackmath_numerical__High-P-Beg,100,0.7523823851561849
3__05_stackmath_numerical__High-P-End,152,0.7494611994576594
3__05_stackmath_numerical__High-P-Mid,70,0.8094039080863926
3__05_stackmath_numerical__High-T-Beg,233,0.8738031059519824
3__05_stackmath_numerical__High-T-End,188,0.7011202753856285
3__05_stackmath_numerical__High-T-Mid,188,0.7825968786768027
3__05_stackmath_numerical__Low-N-Beg,113,0.8948226202161875
3__05_stackmath_numerical__Low-N-End,213,0.8630054358851189
3__05_stackmath_numerical__Low-N-Mid,211,0.905961954839876
3__05_stackmath_numerical__Low-P-Beg,228,0.8881409851959368
3__05_stackmath_numerical__Low-P-End,249,0.7626028039498239
3__05_stackmath_numerical__Low-P-Mid,246,0.9722023744156814
3__05_stackmath_numerical__Low-T-Beg,131,0.8378092680597793
3__05_stackmath_numerical__Low-T-End,166,0.876107978068513
3__05_stackmath_numerical__Low-T-Mid,74,0.7000637786674132
3__05_stackmath_numerical__Medium-N-Beg,79,0.9190139968881164
3__05_stackmath_numerical__Medium-N-End,151,0.7383884549789415
3__05_stackmath_numerical__Medium-N-Mid,108,0.9262122088416151
3__05_stackmath_numerical__Medium-P-Beg,87,0.9491389387971904
3__05_stackmath_numerical__Medium-P-End,187,0.9620252694774923
3__05_stackmath_numerical__Medium-P-Mid,53,0.9285590686274888
3__05_stackmath_numerical__Medium-T-Beg,249,0.9371120052622399
3__05_stackmath_numerical__Medium-T-End,236,0.8712510008470415
3__05_stackmath_numerical__Medium-T-Mid,126,0.8229160237197914
3__06_policy_compliance__High-N-Beg,59,0.7961236257546418
3__06_policy_compliance__High-N-End,203,0.9761976450970684
3__06_policy_compliance__High-N-Mid,235,0.9596534418851584
3__06_policy_compliance__High-P-Beg,93,0.927193022398837
3__06_policy_compliance__High-P-End,145,0.7004770456795627
3__06_policy_compliance__High-P-Mid,134,0.9295783894900903
3__06_policy_compliance__High-T-Beg,84,0.8167870155004802
3__06_policy_compliance__High-T-End,215,0.787639095812818
3__06_policy_compliance__High-T-Mid,96,0.9683054929946544
3__06_policy_compliance__Low-N-Beg,186,0.8646254830465585
3__06_policy_compliance__Low-N-End,217,0.8303179152877941
3__06_policy_compliance__Low-N-Mid,84,0.7866535582405658
3__06_policy_compliance__Low-P-Beg,63,0.702965485357624
3__06_policy_compliance__Low-P-End,136,0.9850988478856081
3__06_policy_compliance__Low-P-Mid,90,0.7032318488269104
3__06_policy_compliance__Low-T-Beg,119,0.7383708324478233
3__06_policy_compliance__Low-T-End,238,0.7296567600078301
3__06_policy_compliance__Low-T-Mid,213,0.9310417344005397
3__06_policy_compliance__Medium-N-Beg,163,0.8701583119192979
3__06_policy_compliance__Medium-N-End,68,0.9096916011717885
3__06_policy_compliance__Medium-N-Mid,142,0.8494167826196435
3__06_policy_compliance__Medium-P-Beg,58,0.9855850859712283
3__06_policy_compliance__Medium-P-End,187,0.93085255131916
3__06_policy_compliance__Medium-P-Mid,236,0.7019122621275851
3__06_policy_compliance__Medium-T-Beg,64,0.8335507872486521
3__06_policy_compliance__Medium-T-End,149,0.7485169250320164
3__06_policy_compliance__Medium-T-Mid,68,0.8533855918901232
3__07_expert_legal_med__High-N-Beg,142,0.8634291837619563
3__07_expert_legal_med__High-N-End,83,0.8012103746602048
3__07_expert_legal_med__High-N-Mid,98,0.9746408477190509
3__07_expert_legal_med__High-P-Beg,79,0.8804067057440725
3__07_expert_legal_med__High-P-End,144,0.9744411555732827
3__07_expert_legal_med__High-P-Mid,235,0.9039060324359754
3__07_expert_legal_med__High-T-Beg,143,0.8019425379524027
3__07_expert_legal_med__High-T-End,128,0.8490932172893718
3__07_expert_legal_med__High-T-Mid,64,0.7012741283391207
